quotation_line_id,quotation_id,product_id,quantity,unit_price_local,currency,discount_pct,line_net_vnd
QL0000781,Q000427,P006,81,589383.3432,VND,0.0865,43610000.0
QL0000782,Q000428,P005,20,569408.9589,VND,0.0655,10642000.0
QL0000783,Q000428,P001,5,573709.1832,VND,0.0552,2710000.0
QL0000784,Q000428,P004,10,742944.9898,VND,0.0179,7296000.0
QL0000785,Q000428,P002,59,447036.6918,VND,0.0377,25381000.0
QL0000786,Q000429,P005,32,570967.2207,VND,0.0785,16836000.0
QL0000787,Q000430,P003,66,15.823,USD,0.0555,25102000.0
QL0000788,Q000430,P004,10,26.8668,USD,0.0772,6309000.0
QL0000789,Q000430,P006,17,22.4696,USD,0.0165,9560000.0
QL0000790,Q000431,P002,41,17.5145,USD,0.0,18222000.0
QL0000791,Q000431,P005,15,22.926,USD,0.0618,8187000.0
QL0000792,Q000432,P002,11,15.6322,USD,0.0594,4097000.0
QL0000793,Q000432,P003,9,17.2154,USD,0.1084,3499000.0
QL0000794,Q000432,P005,30,24.2501,USD,0.0801,16952000.0
QL0000795,Q000433,P015,35,128007.427,VND,0.0402,4300000.0
QL0000796,Q000434,P007,115,166961.264,VND,0.0492,18256000.0
QL0000797,Q000435,P007,29,163419.3025,VND,0.108,4227000.0
QL0000798,Q000436,P005,21,613191.5127,VND,0.044,12311000.0
QL0000799,Q000436,P006,14,593222.4685,VND,0.0,8305000.0
QL0000800,Q000436,P004,22,737302.5143,VND,0.0148,15980000.0
QL0000801,Q000437,P005,25,618305.825,VND,0.0237,15091000.0
QL0000802,Q000437,P004,13,670055.8907,VND,0.0573,8212000.0
QL0000803,Q000437,P003,8,394242.2589,VND,0.055,2980000.0
QL0000804,Q000438,P004,6,685345.9768,VND,0.0287,3994000.0
QL0000805,Q000438,P001,20,562598.9173,VND,0.0152,11081000.0
QL0000806,Q000438,P005,35,566670.3696,VND,0.0,19833000.0
QL0000807,Q000439,P004,40,734803.3951,VND,0.1044,26325000.0
QL0000808,Q000439,P006,6,610760.6718,VND,0.0674,3418000.0
QL0000809,Q000440,P001,25,23.5487,USD,0.0253,14693000.0
QL0000810,Q000440,P004,5,25.4669,USD,0.0,3260000.0
QL0000811,Q000441,P001,34,599314.3192,VND,0.0518,19321000.0
QL0000812,Q000442,P003,24,452766.2884,VND,0.0416,10414000.0
QL0000813,Q000442,P005,17,627558.3976,VND,0.0821,9793000.0
QL0000814,Q000442,P004,30,659520.7653,VND,0.0,19786000.0
QL0000815,Q000442,P006,41,611595.4453,VND,0.0522,23766000.0
QL0000816,Q000443,P003,32,394892.5882,VND,0.0122,12482000.0
QL0000817,Q000443,P006,47,553641.6441,VND,0.0939,23578000.0
QL0000818,Q000443,P001,44,558657.7686,VND,0.0024,24522000.0
QL0000819,Q000444,P003,17,395264.9429,VND,0.1073,5998000.0
QL0000820,Q000444,P006,44,575944.8396,VND,0.0282,24626000.0
QL0000821,Q000444,P001,23,569256.1314,VND,0.1176,11553000.0
QL0000822,Q000445,P019,48,311429.1683,VND,0.0514,14180000.0
QL0000823,Q000446,P003,8,430889.6656,VND,0.0801,3171000.0
QL0000824,Q000446,P006,9,540465.6792,VND,0.0812,4469000.0
QL0000825,Q000446,P004,31,705954.0319,VND,0.0007,21868000.0
QL0000826,Q000447,P003,15,17.5596,USD,0.0811,6186000.0
QL0000827,Q000447,P002,30,15.4755,USD,0.0794,10923000.0
QL0000828,Q000448,P001,18,587349.3211,VND,0.0818,9707000.0
QL0000829,Q000449,P023,10,146.5269,USD,0.0623,34725000.0
QL0000830,Q000450,P001,12,22.2336,USD,0.0523,6334000.0
QL0000831,Q000450,P002,6,16.0711,USD,0.0617,2267000.0
QL0000832,Q000451,P002,6,443648.8294,VND,0.0,2662000.0
QL0000833,Q000452,P003,6,428381.3876,VND,0.0167,2527000.0
QL0000834,Q000452,P001,15,576739.5967,VND,0.073,8019000.0
QL0000835,Q000453,P032,2,19603364.8496,VND,0.1037,35143000.0
QL0000836,Q000453,P029,1,18400248.5184,VND,0.0657,17192000.0
QL0000837,Q000454,P032,1,20116364.8546,VND,0.0698,18712000.0
QL0000838,Q000454,P028,1,5510319.5631,VND,0.0961,4981000.0
QL0000839,Q000454,P030,3,10461564.3267,VND,0.071,29157000.0
QL0000840,Q000455,P001,23,547536.9851,VND,0.0855,11516000.0
QL0000841,Q000455,P006,24,542826.508,VND,0.1112,11579000.0
QL0000842,Q000455,P005,38,621834.6368,VND,0.0775,21799000.0
QL0000843,Q000455,P002,23,414289.7319,VND,0.0666,8894000.0
QL0000844,Q000456,P007,52,182061.7144,VND,0.0052,9418000.0
QL0000845,Q000457,P002,36,17.2143,USD,0.027,15141000.0
QL0000846,Q000457,P006,17,22.6671,USD,0.0586,9109000.0
QL0000847,Q000458,P007,122,185349.674,VND,0.0124,22331000.0
QL0000848,Q000459,P002,21,404225.7185,VND,0.0,8489000.0
QL0000849,Q000459,P003,53,422643.2717,VND,0.0357,21601000.0
QL0000850,Q000460,P006,23,557990.965,VND,0.0196,12582000.0
QL0000851,Q000460,P004,15,652564.0926,VND,0.0497,9302000.0
QL0000852,Q000460,P005,30,610853.3842,VND,0.047,17465000.0
QL0000853,Q000461,P006,26,556221.0666,VND,0.1043,12954000.0
QL0000854,Q000462,P006,48,570661.2736,VND,0.0631,25664000.0
QL0000855,Q000462,P005,46,634526.3077,VND,0.117,25772000.0
QL0000856,Q000462,P002,46,437040.7957,VND,0.0326,19449000.0
QL0000857,Q000463,P002,19,415732.7874,VND,0.0,7899000.0
QL0000858,Q000463,P001,59,600253.8633,VND,0.072,32866000.0
QL0000859,Q000464,P002,33,16.0188,USD,0.0887,12266000.0
QL0000860,Q000464,P004,17,25.4704,USD,0.0843,10095000.0
QL0000861,Q000464,P001,7,22.0811,USD,0.0665,3674000.0
QL0000862,Q000465,P002,20,430565.7387,VND,0.0169,8466000.0
QL0000863,Q000466,P002,16,15.3598,USD,0.0299,6091000.0
QL0000864,Q000466,P006,23,23.8373,USD,0.0913,12729000.0
QL0000865,Q000467,P002,21,441895.1664,VND,0.1772,7636000.0
QL0000866,Q000467,P003,16,408320.5831,VND,0.108,5828000.0
QL0000867,Q000467,P004,25,694303.7953,VND,0.1607,14568000.0
QL0000868,Q000468,P010,108,398020.074,VND,0.1192,37861000.0
QL0000869,Q000469,P002,35,422567.7031,VND,0.0384,14222000.0
QL0000870,Q000469,P006,10,566178.9304,VND,0.0,5662000.0
QL0000871,Q000469,P003,12,401213.9792,VND,0.0106,4763000.0
QL0000872,Q000470,P002,19,410203.0644,VND,0.0,7794000.0
QL0000873,Q000470,P003,5,442405.1307,VND,0.0436,2116000.0
QL0000874,Q000471,P002,12,426372.3383,VND,0.1405,4397000.0
QL0000875,Q000472,P013,89,349163.7582,VND,0.0814,28546000.0
QL0000876,Q000472,P015,25,133619.2399,VND,0.0522,3166000.0
QL0000877,Q000472,P014,35,381977.8157,VND,0.0,13369000.0
QL0000878,Q000473,P013,58,14.5289,USD,0.062,20215000.0
QL0000879,Q000473,P016,39,20.2312,USD,0.1419,17315000.0
QL0000880,Q000473,P015,13,5.2466,USD,0.0668,1628000.0
QL0000881,Q000473,P014,30,15.5282,USD,0.0598,11200000.0
QL0000882,Q000474,P012,69,369925.3974,VND,0.0468,24332000.0
QL0000883,Q000474,P014,54,397417.7005,VND,0.0426,20547000.0
QL0000884,Q000474,P015,15,138809.5073,VND,0.0989,1876000.0
QL0000885,Q000475,P001,16,24.8895,USD,0.1167,8815000.0
QL0000886,Q000475,P002,8,17.2256,USD,0.0,3453000.0
QL0000887,Q000475,P003,12,15.8497,USD,0.1647,3981000.0
QL0000888,Q000476,P002,34,394929.8309,VND,0.1409,11536000.0
QL0000889,Q000476,P005,8,591377.162,VND,0.07,4400000.0
QL0000890,Q000477,P027,17,3919704.5954,VND,0.0835,61069000.0
QL0000891,Q000478,P027,10,3581547.8103,VND,0.0703,33298000.0
QL0000892,Q000478,P026,24,5090354.1301,VND,0.0548,115477000.0
QL0000893,Q000478,P023,20,3916053.8947,VND,0.0236,76476000.0
QL0000894,Q000479,P001,36,607435.9041,VND,0.0278,21259000.0
QL0000895,Q000479,P006,28,603236.7037,VND,0.0211,16534000.0
QL0000896,Q000479,P005,51,632481.7246,VND,0.0242,31476000.0
QL0000897,Q000480,P010,20,408219.4538,VND,0.1001,7347000.0
QL0000898,Q000481,P010,39,423359.1799,VND,0.0175,16222000.0
QL0000899,Q000481,P009,20,242675.5427,VND,0.0898,4418000.0
QL0000900,Q000481,P011,72,313230.241,VND,0.0446,21547000.0
QL0000901,Q000482,P023,14,3494743.4562,VND,0.1115,43470000.0
QL0000902,Q000482,P026,18,5035547.9663,VND,0.0511,86010000.0
QL0000903,Q000483,P023,17,3639830.8804,VND,0.013,61073000.0
QL0000904,Q000483,P025,24,5193657.0926,VND,0.0287,121065000.0
QL0000905,Q000483,P027,22,3892946.7757,VND,0.1375,73872000.0
QL0000906,Q000484,P001,13,561873.6944,VND,0.0173,7178000.0
QL0000907,Q000484,P002,8,394034.1812,VND,0.0329,3049000.0
QL0000908,Q000484,P003,14,445931.0164,VND,0.046,5956000.0
QL0000909,Q000485,P001,19,580245.1357,VND,0.0632,10328000.0
QL0000910,Q000485,P003,22,389172.6885,VND,0.1117,7605000.0
QL0000911,Q000486,P021,207,5.2001,USD,0.0463,26136000.0
QL0000912,Q000486,P020,50,15.9769,USD,0.0826,18659000.0
QL0000913,Q000486,P017,34,8.5097,USD,0.1129,6534000.0
QL0000914,Q000486,P019,95,11.1318,USD,0.0911,24469000.0
QL0000915,Q000487,P021,38,135002.6857,VND,0.0831,4704000.0
QL0000916,Q000487,P017,118,215757.0757,VND,0.0676,23739000.0
QL0000917,Q000488,P010,42,377353.1477,VND,0.0569,14947000.0
QL0000918,Q000488,P007,49,164153.3155,VND,0.1286,7009000.0
QL0000919,Q000488,P009,40,238760.1101,VND,0.0686,8895000.0
