date,campaign_id,channel,impressions,clicks,sessions,spend_vnd,leads_reported,source_platform
2025-11-18,MC007,Facebook Ads,2061,37,40,265000.0,0,CRM
2025-11-19,MC007,Facebook Ads,2052,31,36,181000.0,0,CRM
2025-11-20,MC007,Facebook Ads,2008,36,35,259000.0,0,Manual
2025-11-21,MC007,Facebook Ads,1801,33,36,196000.0,1,GA4
2025-11-22,MC007,Facebook Ads,509,8,8,56000.0,1,CRM
2025-11-23,MC007,Facebook Ads,732,14,14,100000.0,1,GA4
2025-11-24,MC007,Facebook Ads,1928,36,35,270000.0,0,Meta
2025-11-25,MC007,Meta Ads,2200,39,36,263000.0,0,GA4
2025-11-26,MC007,Facebook Ads,2002,31,33,208000.0,0,GA4
2025-11-27,MC007,Facebook Ads,1821,36,32,231000.0,0,Google Ads
2025-11-28,MC007,Facebook Ads,1602,34,36,248000.0,0,Manual
11-29-2025,MC007,Facebook Ads,1107,23,21,169000.0,1,GA4
2025-11-30,MC007,Facebook Ads,711,12,12,80000.0,0,Manual
2025-12-01,MC007,Facebook Ads,1979,36,33,228000.0,0,GA4
2025-12-02,MC007,Facebook Ads,2422,42,44,234000.0,1,Google Ads
2025-12-03,MC007,Facebook Ads,2043,32,35,209000.0,1,Meta
2025-12-04,MC007,Facebook Ads,1928,32,33,227000.0,0,CRM
2025-12-05,MC007,Facebook Ads,2302,30,29,171000.0,0,Meta
2025-12-06,MC007,Facebook,696,12,13,84000.0,1,CRM
2025-12-07,MC007,FB Ads,602,9,8,53000.0,0,Meta
2025-12-08,MC007,Facebook Ads,1958,31,29,218000.0,0,Google Ads
2025-12-09,MC007,Facebook Ads,2261,42,41,262000.0,0,CRM
2025-12-10,MC007,Facebook Ads,1933,34,37,185000.0,0,CRM
2025-12-11,MC007,Facebook Ads,1355,24,26,160000.0,1,GA4
2025-12-12,MC007,Facebook Ads,2295,43,39,268000.0,0,CRM
2025-12-13,MC007,Facebook Ads,753,15,14,106000.0,1,CRM
2025-12-14,MC007,Facebook Ads,552,11,11,59000.0,0,Meta
2025-12-15,MC007,Facebook Ads,1816,38,38,264000.0,0,GA4
2025-12-16,MC007,Facebook Ads,2246,38,34,244000.0,2,GA4
2025-12-17,MC007,Facebook,1409,27,29,175000.0,0,CRM
2025-12-18,MC007,Facebook Ads,1777,31,32,192000.0,1,GA4
2025-12-19,MC007,Facebook Ads,1751,33,36,224000.0,0,Google Ads
2025-12-20,MC007,Facebook Ads,754,15,13,98000.0,1,Google Ads
2025-12-21,MC007,Meta Ads,1277,19,17,132000.0,0,GA4
2025-12-22,MC007,Facebook Ads,2259,42,36,293000.0,0,Google Ads
2025-12-23,MC007,Facebook Ads,2259,38,40,287000.0,2,Google Ads
2025-12-24,MC007,Facebook Ads,1226,25,27,136000.0,0,Manual
2025-12-25,MC007,Facebook Ads,1305,26,30,139000.0,0,GA4
2025-12-26,MC007,Facebook Ads,1784,35,31,254000.0,1,GA4
2025-12-27,MC007,Facebook Ads,999,18,15,124000.0,0,Google Ads
2025-12-28,MC007,Facebook Ads,1400,23,22,141000.0,1,GA4
2025-12-29,MC007,Facebook Ads,1114,19,20,126000.0,0,CRM
2025-12-30,MC007,Facebook Ads,1444,31,27,190000.0,0,CRM
2025-12-31,MC007,Facebook Ads,1893,25,27,189000.0,0,Manual
2026-01-01,MC007,Facebook Ads,948,20,22,129000.0,0,Meta
2026-01-02,MC007,Facebook Ads,1977,29,27,196000.0,0,Google Ads
2026-01-03,MC007,Facebook Ads,725,12,12,91000.0,0,Meta
2026-01-04,MC007,Facebook Ads,691,10,9,60000.0,0,Google Ads
2026-01-05,MC007,Facebook Ads,1329,26,26,183000.0,0,Google Ads
2026-01-06,MC007,Facebook Ads,1453,29,29,177000.0,0,Manual
2026-01-07,MC007,Facebook Ads,1733,27,23,182000.0,0,Manual
2026-01-08,MC007,Facebook Ads,1681,27,27,206000.0,0,Google Ads
2026-01-09,MC007,Facebook Ads,1248,24,26,178000.0,0,GA4
2026-01-10,MC007,Facebook Ads,780,13,15,90000.0,0,CRM
2026-01-11,MC007,Facebook Ads,326,7,7,47000.0,0,CRM
2026-01-12,MC007,Facebook Ads,2622,38,42,267000.0,0,Google Ads
2026-01-13,MC007,Facebook Ads,1268,29,30,173000.0,0,GA4
2026-01-14,MC007,Facebook Ads,1876,40,34,299000.0,0,Manual
2026-01-15,MC007,Facebook Ads,2430,48,45,286000.0,0,CRM
2026-01-16,MC007,Facebook Ads,1393,23,25,145000.0,0,Meta
2026-01-17,MC007,Facebook Ads,676,12,12,67000.0,0,CRM
2026-01-18,MC007,Facebook Ads,388,8,8,48000.0,0,CRM
2026-01-19,MC007,Facebook Ads,1376,25,29,157000.0,1,CRM
2026-01-20,MC007,Facebook,2292,31,35,205000.0,1,CRM
2026-01-21,MC007,Facebook Ads,1527,28,27,159000.0,1,GA4
2026-01-22,MC007,Facebook Ads,1488,24,22,150000.0,0,CRM
2026-01-23,MC007,Facebook Ads,1992,30,29,219000.0,0,GA4
2026-01-24,MC007,Facebook Ads,514,10,10,62000.0,0,GA4
2026-01-25,MC007,Facebook Ads,794,13,13,79000.0,0,GA4
2026-01-26,MC007,Facebook Ads,1012,22,24,163000.0,0,CRM
2026-01-27,MC007,Facebook Ads,992,20,20,127000.0,0,CRM
2026-01-28,MC007,Facebook Ads,1851,28,29,200000.0,1,Manual
2026-01-29,MC007,Facebook Ads,2260,45,40,261000.0,0,CRM
2026-01-30,MC007,Facebook Ads,1935,33,31,247000.0,0,GA4
2026-01-31,MC007,Facebook Ads,704,11,12,71000.0,0,GA4
2026-02-01,MC007,Facebook Ads,424,8,8,49000.0,0,Manual
2026-02-02,MC007,Facebook Ads,1153,25,22,172000.0,0,GA4
2026-02-03,MC007,Facebook Ads,742,15,16,103000.0,0,CRM
2026-02-04,MC007,Facebook Ads,847,16,15,106000.0,0,Manual
2026-02-05,MC007,Facebook Ads,1648,27,27,210000.0,0,GA4
2026-02-06,MC007,Facebook Ads,1171,17,18,106000.0,1,Google Ads
2026-02-07,MC007,Facebook Ads,337,7,7,40000.0,0,GA4
2026-02-08,MC007,Facebook Ads,460,8,9,46000.0,1,CRM
2026-02-09,MC007,Facebook Ads,1369,21,18,135000.0,0,Manual
2026-02-10,MC007,Facebook Ads,1472,25,22,144000.0,1,GA4
2026-02-11,MC007,Facebook Ads,850,16,16,100000.0,0,GA4
2026-02-12,MC007,Facebook Ads,1590,23,23,144000.0,0,Manual
2026-02-13,MC007,Facebook Ads,599,12,14,91000.0,0,Manual
2026-02-14,MC007,Facebook Ads,481,9,10,54000.0,0,Manual
2026-02-15,MC007,Facebook Ads,518,8,8,46000.0,0,CRM
2026-02-16,MC007,Facebook Ads,1143,19,18,133000.0,0,CRM
2026-02-17,MC007,Facebook Ads,1332,23,19,134000.0,0,GA4
2026-02-18,MC007,Facebook Ads,1522,28,26,186000.0,0,Manual
2026-02-19,MC007,Facebook Ads,1031,20,19,125000.0,1,Manual
2026-02-20,MC007,Facebook Ads,1154,25,26,141000.0,0,GA4
2026-02-21,MC007,Facebook Ads,410,8,9,51000.0,0,GA4
2026-02-22,MC007,Facebook Ads,278,5,6,36000.0,0,GA4
2026-02-23,MC007,Facebook Ads,1180,19,20,132000.0,0,GA4
2026-02-24,MC007,Facebook Ads,1308,25,26,139000.0,0,Manual
2026-02-25,MC007,Facebook Ads,918,18,19,113000.0,0,Manual
2026-02-26,MC007,Facebook Ads,823,12,13,88000.0,1,CRM
2026-02-27,MC007,Facebook Ads,914,22,19,120000.0,0,GA4
2026-02-28,MC007,Meta Ads,392,6,6,34000.0,0,Meta
2026-03-01,MC007,Facebook Ads,366,7,8,40000.0,0,GA4
2026-03-02,MC007,Facebook Ads,1317,27,27,183000.0,0,GA4
2026-03-03,MC007,Meta Ads,1043,19,22,144000.0,0,CRM
2026-03-04,MC007,Facebook Ads,1474,22,20,142000.0,0,GA4
2026-03-05,MC007,Facebook Ads,1501,25,24,192000.0,1,Meta
2026-03-06,MC007,Facebook Ads,844,14,13,98000.0,0,Manual
07/03/2026,MC007,Facebook Ads,456,8,10,49000.0,0,Google Ads
2026-03-08,MC007,Facebook Ads,289,5,6,33000.0,0,Meta
2026-03-09,MC007,Facebook Ads,645,14,14,76000.0,1,Manual
2026-03-10,MC007,Facebook Ads,1330,21,23,116000.0,0,CRM
2026-03-11,MC007,Facebook Ads,1084,22,20,169000.0,0,CRM
2026-03-12,MC007,Facebook Ads,1271,23,24,136000.0,0,Google Ads
2026-03-13,MC007,Facebook Ads,1269,24,25,172000.0,0,GA4
2026-03-14,MC007,Facebook,447,10,9,76000.0,0,CRM
2026-03-15,MC007,Facebook Ads,348,6,7,43000.0,0,Meta
2026-03-16,MC007,FB Ads,1650,31,27,178000.0,0,CRM
2026-03-17,MC007,Facebook Ads,1443,24,27,163000.0,0,GA4
2026-03-18,MC007,Facebook Ads,663,15,16,101000.0,0,Meta
2026-03-19,MC007,Facebook Ads,1231,15,17,95000.0,0,GA4
2026-03-20,MC007,Facebook Ads,1441,30,27,231000.0,0,Manual
2026-03-21,MC007,Facebook Ads,511,8,8,48000.0,0,GA4
2026-03-22,MC007,Facebook Ads,363,8,7,56000.0,0,CRM
2026-03-23,MC007,Facebook Ads,1266,20,18,145000.0,1,GA4
2026-03-24,MC007,Facebook Ads,1285,22,23,168000.0,0,CRM
2026-03-25,MC007,Facebook Ads,1013,19,18,104000.0,0,GA4
2026-03-26,MC007,Facebook Ads,1182,24,22,159000.0,0,Meta
2026-03-27,MC007,Facebook Ads,1418,25,28,153000.0,0,Google Ads
2026-03-28,MC007,Facebook Ads,515,7,7,48000.0,0,GA4
2026-03-29,MC007,Facebook Ads,288,4,4,29000.0,0,GA4
2026-03-30,MC007,Facebook Ads,852,15,15,116000.0,0,Google Ads
2026-03-31,MC007,Facebook Ads,964,18,18,136000.0,0,Manual
2026-04-01,MC007,Facebook Ads,1134,24,23,139000.0,0,Manual
2026-04-02,MC007,Facebook Ads,884,15,14,84000.0,0,Google Ads
2026-04-03,MC007,Facebook Ads,1217,24,23,143000.0,0,Google Ads
2026-04-04,MC007,Facebook Ads,529,12,11,76000.0,1,CRM
2026-04-05,MC007,Facebook Ads,317,6,6,43000.0,1,GA4
2026-04-06,MC007,Facebook Ads,1480,23,22,161000.0,0,GA4
2026-04-07,MC007,Facebook Ads,1226,20,19,145000.0,0,Manual
2026-04-08,MC007,Facebook Ads,971,20,17,150000.0,0,GA4
2026-04-09,MC007,Meta Ads,770,15,14,81000.0,0,GA4
2026-04-10,MC007,Facebook Ads,1016,20,23,147000.0,1,Manual
2026-04-11,MC007,Facebook Ads,469,7,9,38000.0,0,GA4
2026-04-12,MC007,Facebook Ads,471,8,10,48000.0,0,Google Ads
2026-04-13,MC007,Facebook Ads,1130,20,21,151000.0,0,Google Ads
2026-04-14,MC007,Facebook Ads,1314,19,22,119000.0,0,CRM
2026-04-15,MC007,Facebook Ads,988,20,20,122000.0,1,Manual
2026-04-16,MC007,Facebook Ads,1435,26,27,164000.0,1,Google Ads
2026-04-17,MC007,Facebook Ads,993,19,20,132000.0,0,GA4
2026-04-18,MC007,Facebook Ads,369,7,7,53000.0,1,Google Ads
2026-04-19,MC007,Facebook Ads,472,9,9,50000.0,0,Manual
2026-04-20,MC007,Facebook Ads,1366,21,21,144000.0,0,GA4
2026-04-21,MC007,Facebook Ads,1097,18,18,139000.0,0,Manual
2026-04-22,MC007,Facebook Ads,1506,29,28,168000.0,1,GA4
2026-04-23,MC007,Facebook Ads,859,15,14,108000.0,0,GA4
2026-04-24,MC007,Facebook Ads,869,15,18,100000.0,0,Manual
2026-04-25,MC007,Facebook Ads,540,10,9,75000.0,0,Meta
2026-04-26,MC007,Facebook Ads,709,12,12,82000.0,0,Meta
2026-04-27,MC007,Facebook Ads,1131,22,23,118000.0,1,CRM
2026-04-28,MC007,Facebook Ads,963,15,17,101000.0,0,CRM
2026-04-29,MC007,Facebook Ads,1243,20,19,122000.0,1,Manual
2026-04-30,MC007,Facebook Ads,991,18,20,136000.0,0,Google Ads
2026-05-01,MC007,Facebook Ads,1835,29,30,185000.0,0,GA4
2026-05-02,MC007,Facebook Ads,380,7,7,50000.0,0,Manual
2026-05-03,MC007,Facebook Ads,486,8,9,51000.0,1,Google Ads
2026-05-04,MC007,Facebook Ads,1371,27,25,176000.0,1,Google Ads
2026-05-05,MC007,Facebook Ads,1589,28,25,150000.0,0,GA4
2026-05-06,MC007,Facebook Ads,1779,31,34,196000.0,0,Google Ads
2026-05-07,MC007,Facebook Ads,528,11,10,82000.0,0,Manual
2026-05-08,MC007,Facebook,1742,25,24,175000.0,0,Google Ads
2026-05-09,MC007,Facebook Ads,372,7,7,49000.0,1,Meta
2026-05-10,MC007,Facebook Ads,556,8,8,53000.0,0,Google Ads
2026-05-11,MC007,FB Ads,1224,19,18,114000.0,0,GA4
2026-05-12,MC007,Facebook Ads,951,15,16,90000.0,2,GA4
2026-05-13,MC007,Facebook Ads,1271,23,21,169000.0,0,GA4
2026-05-14,MC007,Facebook Ads,961,19,22,114000.0,0,GA4
2026-05-15,MC007,Facebook Ads,930,19,21,132000.0,1,CRM
2026-05-16,MC007,Facebook Ads,704,13,13,78000.0,0,CRM
2026-05-17,MC007,Facebook Ads,309,7,7,53000.0,0,GA4
2026-05-18,MC007,Facebook Ads,1372,22,21,121000.0,1,Google Ads
2026-05-19,MC007,Facebook Ads,1211,18,18,132000.0,0,Meta
2026-05-20,MC007,Facebook,1252,25,23,178000.0,1,GA4
2026-05-21,MC007,Facebook Ads,1787,29,33,226000.0,0,GA4
2026-05-22,MC007,Facebook Ads,1636,25,23,191000.0,0,GA4
2026-05-23,MC007,Facebook Ads,445,8,9,61000.0,1,GA4
2026-05-24,MC007,Facebook Ads,562,10,11,54000.0,0,CRM
2026-05-25,MC007,Facebook Ads,1008,17,20,111000.0,0,Meta
2026-05-26,MC007,Facebook Ads,1160,20,20,111000.0,0,Google Ads
2026-05-27,MC007,Facebook Ads,1197,19,19,110000.0,1,Meta
2026-05-28,MC007,Facebook Ads,1124,21,20,132000.0,1,Meta
2026-05-29,MC007,Facebook Ads,1140,19,21,140000.0,0,Google Ads
2026-05-30,MC007,Facebook Ads,441,7,8,43000.0,0,GA4
2026-05-31,MC007,Facebook Ads,760,12,13,83000.0,0,CRM
2026-06-01,MC007,Facebook Ads,1298,23,23,171000.0,1,GA4
2026-06-02,MC007,Facebook Ads,993,18,19,115000.0,0,Meta
2026-06-03,MC007,Facebook Ads,1178,21,20,163000.0,1,GA4
2026-06-04,MC007,Facebook Ads,869,15,16,111000.0,0,CRM
2026-06-05,MC007,Facebook Ads,1411,28,25,180000.0,0,CRM
2026-06-06,MC007,Facebook Ads,573,9,8,50000.0,0,GA4
2026-06-07,MC007,Facebook Ads,416,9,10,52000.0,0,GA4
2026-06-08,MC007,Facebook Ads,1442,23,21,130000.0,1,GA4
2026-06-09,MC007,Facebook Ads,1107,20,19,143000.0,0,Manual
2026-06-10,MC007,Facebook Ads,1234,20,18,135000.0,0,CRM
2026-06-11,MC007,Facebook Ads,1235,20,17,116000.0,0,CRM
2026-06-12,MC007,Facebook Ads,1133,21,20,155000.0,1,GA4
2026-06-13,MC007,Facebook Ads,673,13,11,94000.0,0,CRM
2026-06-14,MC007,Facebook Ads,563,10,9,58000.0,0,Google Ads
2026-06-15,MC007,Facebook Ads,937,15,17,110000.0,1,Google Ads
2026-06-16,MC007,Facebook Ads,1123,17,17,130000.0,0,CRM
2026-06-17,MC007,Facebook Ads,687,13,11,75000.0,0,GA4
2026-06-18,MC007,Facebook Ads,918,18,17,124000.0,0,Manual
2026-06-19,MC007,Facebook Ads,738,17,14,108000.0,0,CRM
2026-06-20,MC007,Facebook Ads,371,7,6,46000.0,0,CRM
2026-06-21,MC007,Facebook Ads,297,5,5,30000.0,0,GA4
2026-06-22,MC007,Facebook Ads,755,15,14,93000.0,0,GA4
2026-06-23,MC007,Facebook Ads,815,17,17,100000.0,0,Meta
2026-06-24,MC007,Facebook Ads,855,16,16,107000.0,0,Google Ads
2026-06-25,MC007,Facebook Ads,1087,17,19,117000.0,0,CRM
2026-06-26,MC007,Facebook Ads,1020,24,23,151000.0,1,CRM
2026-06-27,MC007,Facebook Ads,440,8,9,62000.0,0,CRM
2026-06-28,MC007,Facebook Ads,135,2,3,14000.0,0,Manual
2026-06-29,MC007,Facebook Ads,1011,18,19,123000.0,0,Manual
2026-06-30,MC007,Facebook Ads,824,18,18,106000.0,0,Google Ads
2026-07-01,MC007,Facebook,1496,27,27,200000.0,1,GA4
2026-07-02,MC007,Facebook Ads,1242,21,19,162000.0,1,CRM
2026-07-03,MC007,Facebook Ads,1012,20,22,119000.0,0,GA4
2026-07-04,MC007,Facebook Ads,747,11,11,76000.0,1,Google Ads
2026-07-05,MC007,Facebook Ads,337,5,6,33000.0,1,Manual
2026-07-06,MC007,Facebook Ads,604,14,16,100000.0,0,Manual
2026-07-07,MC007,Facebook,727,14,14,78000.0,1,Google Ads
2026-07-08,MC007,Facebook Ads,1239,19,22,125000.0,2,CRM
2026-07-09,MC007,Facebook Ads,934,16,16,101000.0,0,CRM
2026-07-10,MC007,Facebook Ads,1052,20,19,139000.0,1,CRM
2026-07-11,MC007,Facebook Ads,506,8,9,55000.0,0,CRM
2026-07-12,MC007,Facebook Ads,212,3,4,17000.0,1,GA4
2026-07-13,MC007,Facebook Ads,1227,19,18,116000.0,0,CRM
2026-07-14,MC007,Facebook Ads,621,15,16,98000.0,0,CRM
2026-07-15,MC007,Facebook Ads,945,17,20,114000.0,0,GA4
2026-07-16,MC007,Facebook Ads,1174,18,16,107000.0,0,Manual
2026-07-17,MC007,Facebook Ads,628,12,13,90000.0,0,GA4
2026-07-18,MC007,Facebook Ads,548,9,10,56000.0,0,CRM
2026-07-19,MC007,Facebook Ads,211,4,4,22000.0,0,Manual
2026-07-20,MC007,Facebook Ads,1509,25,25,189000.0,0,GA4
2026-07-21,MC007,Facebook Ads,1521,21,22,127000.0,0,Google Ads
2026-07-22,MC007,Facebook Ads,1336,22,22,154000.0,0,GA4
2026-07-23,MC007,Facebook Ads,986,18,17,126000.0,1,Meta
2026-07-24,MC007,Facebook Ads,1062,17,17,125000.0,0,Manual
2026-07-25,MC007,Facebook Ads,363,5,5,28000.0,0,Manual
2026-07-26,MC007,Facebook Ads,439,8,9,43000.0,0,Manual
2026-07-27,MC007,Facebook Ads,953,20,18,110000.0,0,GA4
2026-07-28,MC007,Facebook Ads,664,12,13,74000.0,0,Google Ads
2026-07-29,MC007,Facebook Ads,945,18,19,122000.0,0,GA4
2026-07-30,MC007,Facebook Ads,648,11,14,74000.0,0,CRM
2026-07-31,MC007,Facebook Ads,657,11,12,83000.0,0,Google Ads
08-01-2026,MC007,Facebook Ads,221,4,5,30000.0,0,GA4
2026-08-02,MC007,Facebook Ads,466,9,8,68000.0,0,GA4
2026-08-03,MC007,Facebook Ads,1057,20,18,114000.0,0,GA4
2026-08-04,MC007,Facebook Ads,775,15,13,95000.0,0,Meta
2026-08-05,MC007,Facebook Ads,1278,22,24,119000.0,0,GA4
2026-08-06,MC007,Facebook Ads,1331,23,25,153000.0,0,GA4
2026-08-07,MC007,Facebook Ads,1087,21,18,148000.0,0,CRM
2026-08-08,MC007,Facebook Ads,448,8,8,50000.0,0,Manual
2026-08-09,MC007,Facebook Ads,624,11,10,61000.0,0,CRM
2026-08-10,MC007,Facebook Ads,847,13,14,73000.0,0,Manual
2026-08-11,MC007,Facebook Ads,1055,25,24,163000.0,1,Manual
2026-08-12,MC007,Facebook Ads,1153,22,26,141000.0,0,GA4
2026-08-13,MC007,Facebook Ads,1082,17,18,94000.0,0,CRM
2026-08-14,MC007,Facebook Ads,1898,34,30,209000.0,0,Google Ads
2026-08-15,MC007,Facebook Ads,359,8,7,56000.0,1,Google Ads
2026-08-16,MC007,Facebook Ads,435,10,10,75000.0,0,CRM
2026-08-17,MC007,Facebook Ads,1004,18,20,139000.0,0,Google Ads
2026-08-18,MC007,Facebook Ads,1044,15,15,117000.0,0,CRM
2026-08-19,MC007,Facebook Ads,595,13,14,72000.0,0,Meta
2026-08-20,MC007,Facebook Ads,1125,22,23,119000.0,0,CRM
2026-08-21,MC007,Facebook Ads,1315,21,21,142000.0,0,CRM
2026-08-22,MC007,Facebook Ads,586,10,10,72000.0,1,Google Ads
2026-08-23,MC007,Facebook Ads,523,10,11,62000.0,1,Meta
2026-08-24,MC007,Facebook Ads,1103,20,19,150000.0,0,GA4
2026-08-25,MC007,Facebook Ads,1163,22,24,160000.0,1,Meta
2026-08-26,MC007,Facebook Ads,1033,22,18,148000.0,0,CRM
2026-08-27,MC007,Facebook Ads,1232,18,16,140000.0,0,GA4
2026-08-28,MC007,Facebook Ads,1006,17,19,124000.0,0,GA4
2026-08-29,MC007,Facebook Ads,487,9,10,49000.0,0,CRM
2026-08-30,MC007,Facebook Ads,364,6,6,34000.0,0,Manual
2026-08-31,MC007,Facebook Ads,1324,21,21,164000.0,0,Manual
2025-03-13,MC008,Facebook Ads,1184,22,26,169000.0,1,CRM
2025-03-14,MC008,Facebook Ads,2087,27,25,160000.0,0,GA4
2025-03-15,MC008,Facebook Ads,348,6,6,41000.0,0,GA4
2025-03-16,MC008,Facebook Ads,830,15,15,88000.0,0,GA4
2025-03-17,MC008,FB Ads,1391,26,23,203000.0,0,CRM
2025-03-18,MC008,Facebook Ads,1256,27,27,149000.0,0,Manual
2025-03-19,MC008,Facebook Ads,1726,34,33,201000.0,0,Manual
2025-03-20,MC008,Facebook Ads,1227,23,24,130000.0,0,Meta
2025-03-21,MC008,Facebook Ads,2151,31,33,209000.0,0,CRM
2025-03-22,MC008,Facebook Ads,723,11,11,66000.0,0,GA4
2025-03-23,MC008,Facebook Ads,656,11,11,62000.0,0,Manual
2025-03-24,MC008,Facebook Ads,1512,29,24,216000.0,0,GA4
03-25-2025,MC008,Facebook Ads,1324,23,24,166000.0,0,Meta
2025-03-26,MC008,Facebook Ads,1208,31,26,211000.0,0,CRM
2025-03-27,MC008,Facebook Ads,933,19,17,142000.0,1,CRM
2025-03-28,MC008,Facebook Ads,1862,32,33,193000.0,0,GA4
2025-03-29,MC008,Facebook Ads,500,8,9,50000.0,0,Manual
2025-03-30,MC008,Facebook Ads,796,12,11,65000.0,0,CRM
2025-03-31,MC008,Facebook Ads,1648,29,31,155000.0,0,GA4
2025-04-01,MC008,Facebook Ads,1555,28,25,176000.0,0,GA4
2025-04-02,MC008,Facebook Ads,1752,38,36,227000.0,0,GA4
2025-04-03,MC008,Facebook Ads,1395,22,24,163000.0,1,Google Ads
2025-04-04,MC008,Facebook Ads,1287,21,22,143000.0,0,GA4
2025-04-05,MC008,Facebook Ads,880,15,16,105000.0,1,GA4
2025-04-06,MC008,Facebook Ads,470,9,10,62000.0,0,GA4
2025-04-07,MC008,Facebook Ads,1228,21,21,137000.0,0,GA4
2025-04-08,MC008,Facebook Ads,1519,28,31,218000.0,0,GA4
2025-04-09,MC008,Facebook Ads,1049,21,23,145000.0,0,Google Ads
2025-04-10,MC008,Facebook Ads,1076,24,25,170000.0,0,GA4
2025-04-11,MC008,Facebook Ads,1456,25,25,167000.0,0,CRM
2025-04-12,MC008,Facebook Ads,746,11,12,76000.0,0,GA4
2025-04-13,MC008,Facebook Ads,1042,18,19,104000.0,1,Google Ads
2025-04-14,MC008,Facebook Ads,1609,30,26,167000.0,0,Meta
2025-04-15,MC008,Facebook Ads,2101,42,37,299000.0,1,Manual
2025-04-16,MC008,Facebook Ads,1785,33,31,181000.0,0,Meta
2025-04-17,MC008,Facebook Ads,1456,22,25,120000.0,0,Manual
2025-04-18,MC008,Facebook Ads,1726,36,35,197000.0,0,CRM
2025-04-19,MC008,Facebook Ads,569,12,13,71000.0,0,Meta
2025-04-20,MC008,Facebook Ads,648,10,11,55000.0,0,Manual
2025-04-21,MC008,Facebook Ads,989,19,21,109000.0,2,GA4
2025-04-22,MC008,Facebook Ads,2143,41,36,306000.0,0,Meta
2025-04-23,MC008,Facebook Ads,1870,24,27,182000.0,0,Google Ads
2025-04-24,MC008,Facebook Ads,1462,26,24,154000.0,0,GA4
2025-04-25,MC008,Facebook Ads,1198,22,24,138000.0,1,Meta
2025-04-26,MC008,FB Ads,918,17,18,101000.0,0,GA4
2025-04-27,MC008,Facebook Ads,721,14,14,107000.0,1,Meta
2025-04-28,MC008,Facebook Ads,1320,26,27,186000.0,0,CRM
2025-04-29,MC008,Facebook Ads,1537,30,28,226000.0,0,CRM
2025-04-30,MC008,Facebook Ads,1148,21,24,121000.0,0,CRM
2025-05-01,MC008,Facebook Ads,1194,24,24,134000.0,1,GA4
2025-05-02,MC008,Meta Ads,1697,32,36,179000.0,0,GA4
2025-05-03,MC008,Facebook Ads,803,10,11,72000.0,0,Meta
2025-05-04,MC008,Meta Ads,447,7,7,43000.0,0,Google Ads
2025-05-05,MC008,Facebook Ads,1278,22,22,149000.0,0,GA4
2025-05-06,MC008,Facebook Ads,1125,24,27,136000.0,0,CRM
2025-05-07,MC008,Facebook Ads,2210,32,29,202000.0,0,Google Ads
2025-05-08,MC008,Facebook Ads,1427,28,32,165000.0,0,CRM
2025-05-09,MC008,Facebook Ads,1873,31,29,238000.0,0,CRM
2025-05-10,MC008,Facebook Ads,643,11,12,61000.0,0,GA4
2025-05-11,MC008,Facebook Ads,740,13,14,91000.0,1,Manual
2025-05-12,MC008,Facebook Ads,1125,21,22,146000.0,0,GA4
2025-05-13,MC008,Facebook Ads,1910,31,28,236000.0,1,GA4
2025-05-14,MC008,Facebook Ads,1871,31,28,201000.0,0,GA4
2025-05-15,MC008,Facebook Ads,1846,27,30,185000.0,0,GA4
2025-05-16,MC008,Facebook Ads,1551,26,28,183000.0,0,CRM
2025-05-17,MC008,Facebook Ads,806,18,16,129000.0,0,CRM
2025-05-18,MC008,Facebook Ads,510,10,11,54000.0,0,Google Ads
2025-05-19,MC008,Facebook Ads,1492,27,26,179000.0,1,Meta
2025-05-20,MC008,Facebook Ads,2203,28,32,171000.0,2,Manual
2025-05-21,MC008,Facebook Ads,1596,28,31,208000.0,0,Manual
2025-05-22,MC008,Facebook Ads,1592,33,35,220000.0,0,CRM
2025-05-23,MC008,Facebook Ads,1453,21,20,148000.0,0,CRM
2025-05-24,MC008,Facebook Ads,795,13,15,95000.0,0,GA4
2025-05-25,MC008,Facebook Ads,653,13,14,71000.0,1,Meta
2025-05-26,MC008,Facebook Ads,1495,31,29,176000.0,1,GA4
2025-05-27,MC008,Facebook Ads,1560,30,28,190000.0,0,GA4
2025-05-28,MC008,Facebook Ads,1260,22,20,154000.0,1,Meta
2025-05-29,MC008,Facebook Ads,1732,29,30,220000.0,0,CRM
2025-05-30,MC008,Facebook Ads,1262,24,22,171000.0,1,GA4
2025-05-31,MC008,Facebook Ads,678,12,12,77000.0,0,GA4
2025-06-01,MC008,Facebook Ads,638,11,9,63000.0,0,Google Ads
2025-06-02,MC008,Facebook Ads,1336,21,24,144000.0,0,Manual
2025-06-03,MC008,Facebook Ads,1307,21,24,131000.0,0,Meta
2025-06-04,MC008,Facebook Ads,1448,28,27,180000.0,0,Meta
2025-06-05,MC008,Facebook Ads,1505,27,30,181000.0,0,GA4
2025-06-06,MC008,Facebook Ads,1271,24,21,180000.0,0,Google Ads
2025-06-07,MC008,Facebook Ads,461,9,9,64000.0,1,Meta
2025-06-08,MC008,Facebook Ads,571,12,11,73000.0,0,Manual
2025-06-09,MC008,Facebook Ads,1683,27,24,151000.0,0,CRM
2025-06-10,MC008,Facebook Ads,807,18,16,98000.0,0,Meta
2025-06-11,MC008,Facebook Ads,1157,26,29,160000.0,0,CRM
2025-06-12,MC008,Facebook Ads,1585,29,26,203000.0,2,CRM
